journal,issn,doi,url
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijad032,https://doi.org/10.1093/ijtj/ijad032
International Studies Perspectives,1528-3577,10.1111/insp.2015.16.issue-3,https://doi.org/10.1111/insp.2015.16.issue-3
International Political Sociology,1749-5679,10.1093/ips/oly020,https://doi.org/10.1093/ips/oly020
Parliamentary Affairs,0031-2290,10.1093/pa/gsx049,https://doi.org/10.1093/pa/gsx049
Political Science Quarterly,0032-3195,10.1093/psquar/qqad055,https://doi.org/10.1093/psquar/qqad055
Political Science Quarterly,0032-3195,10.1002/polq.12684,https://doi.org/10.1002/polq.12684
Human Rights Law Review,1461-7781,10.1093/hrlr/ngy045,https://doi.org/10.1093/hrlr/ngy045
International Studies Quarterly,0020-8833,10.1093/isq/sqad105,https://doi.org/10.1093/isq/sqad105
International Affairs,0020-5850,10.1111/1468-2346.12426,https://doi.org/10.1111/1468-2346.12426
International Studies Perspectives,1528-3577,10.1111/insp.2013.14.issue-4,https://doi.org/10.1111/insp.2013.14.issue-4
Science and Public Policy,0302-3427,10.1093/scipol/scv063,https://doi.org/10.1093/scipol/scv063
Perspectives on Public Management and Governance,2398-4910,10.1093/ppmgov/gvac013,https://doi.org/10.1093/ppmgov/gvac013
International Studies Quarterly,0020-8833,10.1111/isqu.12140,https://doi.org/10.1111/isqu.12140
Political Science Quarterly,0032-3195,10.1093/psquar/qqad031,https://doi.org/10.1093/psquar/qqad031
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edz042,https://doi.org/10.1093/ijpor/edz042
Science and Public Policy,0302-3427,10.1093/scipol/scad056,https://doi.org/10.1093/scipol/scad056
International Affairs,0020-5850,10.1093/ia/iiae202,https://doi.org/10.1093/ia/iiae202
Political Science Quarterly,0032-3195,10.1002/polq.12157,https://doi.org/10.1002/polq.12157
International Studies Review,1521-9488,10.1093/isr/viz005,https://doi.org/10.1093/isr/viz005
Foreign Policy Analysis,1743-8586,10.1093/fpa/oraa008,https://doi.org/10.1093/fpa/oraa008
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muy032,https://doi.org/10.1093/jopart/muy032
Parliamentary Affairs,0031-2290,10.1093/pa/gsx028,https://doi.org/10.1093/pa/gsx028
Foreign Policy Analysis,1743-8586,10.1093/fpa/orae004,https://doi.org/10.1093/fpa/orae004
Chinese Journal of International Politics,1750-8916,10.1093/cjip/pox017,https://doi.org/10.1093/cjip/pox017
International Studies Review,1521-9488,10.1111/misr.12124,https://doi.org/10.1111/misr.12124
International Political Sociology,1749-5679,10.1111/ips.12076,https://doi.org/10.1111/ips.12076
Political Science Quarterly,0032-3195,10.1002/polq.12297,https://doi.org/10.1002/polq.12297
European Journal of International Law,0938-5428,10.1093/ejil/chv041,https://doi.org/10.1093/ejil/chv041
Parliamentary Affairs,0031-2290,10.1093/pa/gsz019,https://doi.org/10.1093/pa/gsz019
European Journal of International Law,0938-5428,10.1093/ejil/chv011,https://doi.org/10.1093/ejil/chv011
International Affairs,0020-5850,10.1093/ia/iiy266,https://doi.org/10.1093/ia/iiy266
International Studies Review,1521-9488,10.1111/j.1468-2486.2009.00910.x,https://doi.org/10.1111/j.1468-2486.2009.00910.x
International Affairs,0020-5850,10.1093/ia/iix249,https://doi.org/10.1093/ia/iix249
International Studies Review,1521-9488,10.1093/isr/viab002,https://doi.org/10.1093/isr/viab002
Policy and Society,1449-4035,10.1016/j.polsoc.2012.07.006,https://doi.org/10.1016/j.polsoc.2012.07.006
Political Science Quarterly,0032-3195,10.1093/psquar/qqae022,https://doi.org/10.1093/psquar/qqae022
Science and Public Policy,0302-3427,10.1093/scipol/scx046,https://doi.org/10.1093/scipol/scx046
Human Rights Law Review,1461-7781,10.1093/hrlr/ngad016,https://doi.org/10.1093/hrlr/ngad016
Political Science Quarterly,0032-3195,10.1002/polq.12368,https://doi.org/10.1002/polq.12368
International Studies Review,1521-9488,10.1111/j.1468-2486.2011.01061.x,https://doi.org/10.1111/j.1468-2486.2011.01061.x
International Affairs,0020-5850,10.1111/1468-2346.12402,https://doi.org/10.1111/1468-2346.12402
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2011.tb02119.x,https://doi.org/10.1002/j.1538-165x.2011.tb02119.x
International Political Sociology,1749-5679,10.1093/ips/olad013,https://doi.org/10.1093/ips/olad013
Science and Public Policy,0302-3427,10.1093/scipol/scu072,https://doi.org/10.1093/scipol/scu072
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edz002,https://doi.org/10.1093/ijpor/edz002
International Studies Perspectives,1528-3577,10.1111/j.1528-3585.2012.00458.x,https://doi.org/10.1111/j.1528-3585.2012.00458.x
Parliamentary Affairs,0031-2290,10.1093/pa/gsz033,https://doi.org/10.1093/pa/gsz033
International Studies Quarterly,0020-8833,10.1093/isq/sqw015,https://doi.org/10.1093/isq/sqw015
International Affairs,0020-5850,10.1093/ia/iix234,https://doi.org/10.1093/ia/iix234
International Affairs,0020-5850,10.1093/ia/iix038,https://doi.org/10.1093/ia/iix038
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijaa028,https://doi.org/10.1093/ijtj/ijaa028
Parliamentary Affairs,0031-2290,10.1093/pa/gsae013,https://doi.org/10.1093/pa/gsae013
Public Opinion Quarterly,0033-362X,10.1093/poq/nfad022,https://doi.org/10.1093/poq/nfad022
Human Rights Law Review,1461-7781,10.1093/hrlr/ngy037,https://doi.org/10.1093/hrlr/ngy037
Political Science Quarterly,0032-3195,10.1002/polq.13261,https://doi.org/10.1002/polq.13261
African Affairs,0001-9909,10.1093/afraf/adaa030,https://doi.org/10.1093/afraf/adaa030
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muaa001,https://doi.org/10.1093/jopart/muaa001
European Journal of International Law,0938-5428,10.1093/ejil/chr087,https://doi.org/10.1093/ejil/chr087
Parliamentary Affairs,0031-2290,10.1093/pa/gsy041,https://doi.org/10.1093/pa/gsy041
Parliamentary Affairs,0031-2290,10.1093/pa/gsw027,https://doi.org/10.1093/pa/gsw027
Political Science Quarterly,0032-3195,10.1002/polq.13251,https://doi.org/10.1002/polq.13251
Science and Public Policy,0302-3427,10.1093/scipol/scs061,https://doi.org/10.1093/scipol/scs061
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijac007,https://doi.org/10.1093/ijtj/ijac007
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mut057,https://doi.org/10.1093/jopart/mut057
Science and Public Policy,0302-3427,10.1093/scipol/scx056,https://doi.org/10.1093/scipol/scx056
International Studies Quarterly,0020-8833,10.1111/isqu.12025,https://doi.org/10.1111/isqu.12025
International Studies Review,1521-9488,10.1093/isr/viaa098,https://doi.org/10.1093/isr/viaa098
International Affairs,0020-5850,10.1093/ia/iiab002,https://doi.org/10.1093/ia/iiab002
International Political Sociology,1749-5679,10.1093/ips/olv007,https://doi.org/10.1093/ips/olv007
International Affairs,0020-5850,10.1093/ia/iiaa127,https://doi.org/10.1093/ia/iiaa127
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muy034,https://doi.org/10.1093/jopart/muy034
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muu074,https://doi.org/10.1093/jopart/muu074
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mux016,https://doi.org/10.1093/jopart/mux016
Science and Public Policy,0302-3427,10.1093/scipol/sct013,https://doi.org/10.1093/scipol/sct013
International Affairs,0020-5850,10.1093/ia/iiac218,https://doi.org/10.1093/ia/iiac218
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muac021,https://doi.org/10.1093/jopart/muac021
International Affairs,0020-5850,10.1093/ia/iiad051,https://doi.org/10.1093/ia/iiad051
Parliamentary Affairs,0031-2290,10.1093/pa/gsy047,https://doi.org/10.1093/pa/gsy047
African Affairs,0001-9909,10.1093/afraf/adr078,https://doi.org/10.1093/afraf/adr078
Science and Public Policy,0302-3427,10.1093/scipol/scw040,https://doi.org/10.1093/scipol/scw040
Public Opinion Quarterly,0033-362X,10.1093/poq/nfac056,https://doi.org/10.1093/poq/nfac056
International Studies Review,1521-9488,10.1093/isr/viac061,https://doi.org/10.1093/isr/viac061
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjt042,https://doi.org/10.1093/publius/pjt042
European Journal of International Law,0938-5428,10.1093/ejil/cht035,https://doi.org/10.1093/ejil/cht035
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2012.tb02258.x,https://doi.org/10.1002/j.1538-165x.2012.tb02258.x
Socio-Economic Review,1475-1461,10.1093/ser/mwaa046,https://doi.org/10.1093/ser/mwaa046
Parliamentary Affairs,0031-2290,10.1093/pa/gsaa046,https://doi.org/10.1093/pa/gsaa046
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijab012,https://doi.org/10.1093/ijtj/ijab012
African Affairs,0001-9909,10.1093/afraf/adt067,https://doi.org/10.1093/afraf/adt067
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijv027,https://doi.org/10.1093/ijtj/ijv027
African Affairs,0001-9909,10.1093/afraf/adv023,https://doi.org/10.1093/afraf/adv023
International Political Sociology,1749-5679,10.1111/j.1749-5687.2011.00121.x,https://doi.org/10.1111/j.1749-5687.2011.00121.x
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muu028,https://doi.org/10.1093/jopart/muu028
International Studies Quarterly,0020-8833,10.1093/isq/sqab025,https://doi.org/10.1093/isq/sqab025
International Studies Quarterly,0020-8833,10.1111/j.1468-2478.2012.00758.x,https://doi.org/10.1111/j.1468-2478.2012.00758.x
Public Opinion Quarterly,0033-362X,10.1093/poq/nfab029,https://doi.org/10.1093/poq/nfab029
Science and Public Policy,0302-3427,10.1093/scipol/scy049,https://doi.org/10.1093/scipol/scy049
International Studies Review,1521-9488,10.1111/misr.12258,https://doi.org/10.1111/misr.12258
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edx008,https://doi.org/10.1093/ijpor/edx008
Political Science Quarterly,0032-3195,10.1002/polq.12559,https://doi.org/10.1002/polq.12559
Perspectives on Public Management and Governance,2398-4910,10.1093/ppmgov/gvaa027,https://doi.org/10.1093/ppmgov/gvaa027
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muu063,https://doi.org/10.1093/jopart/muu063
International Political Sociology,1749-5679,10.1111/ips.12026_5,https://doi.org/10.1111/ips.12026_5
African Affairs,0001-9909,10.1093/afraf/adu047,https://doi.org/10.1093/afraf/adu047
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muac017,https://doi.org/10.1093/jopart/muac017
Foreign Policy Analysis,1743-8586,10.1093/fpa/orw007,https://doi.org/10.1093/fpa/orw007
International Studies Perspectives,1528-3577,10.1093/isp/ekz002,https://doi.org/10.1093/isp/ekz002
International Affairs,0020-5850,10.1093/ia/iiab061,https://doi.org/10.1093/ia/iiab061
Science and Public Policy,0302-3427,10.1093/scipol/scv016,https://doi.org/10.1093/scipol/scv016
Public Opinion Quarterly,0033-362X,10.1093/poq/nfq063,https://doi.org/10.1093/poq/nfq063
Human Rights Law Review,1461-7781,10.1093/hrlr/ngr046,https://doi.org/10.1093/hrlr/ngr046
European Journal of International Law,0938-5428,10.1093/ejil/chs020,https://doi.org/10.1093/ejil/chs020
International Affairs,0020-5850,10.1111/1468-2346.12406,https://doi.org/10.1111/1468-2346.12406
International Affairs,0020-5850,10.1093/ia/iiac176,https://doi.org/10.1093/ia/iiac176
International Affairs,0020-5850,10.1093/ia/iiy030,https://doi.org/10.1093/ia/iiy030
Public Opinion Quarterly,0033-362X,10.1093/poq/nfr033,https://doi.org/10.1093/poq/nfr033
Socio-Economic Review,1475-1461,10.1093/ser/mwv019,https://doi.org/10.1093/ser/mwv019
Chinese Journal of International Politics,1750-8916,10.1093/cjip/pou034,https://doi.org/10.1093/cjip/pou034
Socio-Economic Review,1475-1461,10.1093/ser/mwz012,https://doi.org/10.1093/ser/mwz012
International Studies Quarterly,0020-8833,10.1111/j.1468-2478.2011.00714.x,https://doi.org/10.1111/j.1468-2478.2011.00714.x
European Journal of International Law,0938-5428,10.1093/ejil/chs044,https://doi.org/10.1093/ejil/chs044
Policy and Society,1449-4035,10.1080/14494035.2019.1569328,https://doi.org/10.1080/14494035.2019.1569328
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjx037,https://doi.org/10.1093/publius/pjx037
International Affairs,0020-5850,10.1111/1468-2346.12580,https://doi.org/10.1111/1468-2346.12580
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjad029,https://doi.org/10.1093/publius/pjad029
African Affairs,0001-9909,10.1093/afraf/adq049,https://doi.org/10.1093/afraf/adq049
International Studies Review,1521-9488,10.1111/j.1468-2486.2011.01057.x,https://doi.org/10.1111/j.1468-2486.2011.01057.x
African Affairs,0001-9909,10.1093/afraf/adz005,https://doi.org/10.1093/afraf/adz005
International Studies Perspectives,1528-3577,10.1093/isp/ekad013,https://doi.org/10.1093/isp/ekad013
Parliamentary Affairs,0031-2290,10.1093/pa/gsaa009,https://doi.org/10.1093/pa/gsaa009
Political Science Quarterly,0032-3195,10.1002/polq.12342,https://doi.org/10.1002/polq.12342
Chinese Journal of International Politics,1750-8916,10.1093/cjip/poac019,https://doi.org/10.1093/cjip/poac019
International Affairs,0020-5850,10.1093/ia/iiac240,https://doi.org/10.1093/ia/iiac240
Human Rights Law Review,1461-7781,10.1093/hrlr/ngw044,https://doi.org/10.1093/hrlr/ngw044
Public Opinion Quarterly,0033-362X,10.1093/poq/nfaa044,https://doi.org/10.1093/poq/nfaa044
Political Science Quarterly,0032-3195,10.1002/polq.13269,https://doi.org/10.1002/polq.13269
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2011.tb02191.x,https://doi.org/10.1002/j.1538-165x.2011.tb02191.x
Parliamentary Affairs,0031-2290,10.1093/pa/gsx054,https://doi.org/10.1093/pa/gsx054
Socio-Economic Review,1475-1461,10.1093/ser/mwz016,https://doi.org/10.1093/ser/mwz016
International Studies Review,1521-9488,10.1093/isr/viv008,https://doi.org/10.1093/isr/viv008
International Affairs,0020-5850,10.1093/ia/iix191,https://doi.org/10.1093/ia/iix191
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muu030,https://doi.org/10.1093/jopart/muu030
Political Science Quarterly,0032-3195,10.1002/polq.12382,https://doi.org/10.1002/polq.12382
Parliamentary Affairs,0031-2290,10.1093/pa/gsv058,https://doi.org/10.1093/pa/gsv058
International Studies Quarterly,0020-8833,10.1093/isq/sqab037,https://doi.org/10.1093/isq/sqab037
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muaa023,https://doi.org/10.1093/jopart/muaa023
Public Opinion Quarterly,0033-362X,10.1093/poq/nfac055,https://doi.org/10.1093/poq/nfac055
International Affairs,0020-5850,10.1093/ia/iiad248,https://doi.org/10.1093/ia/iiad248
Foreign Policy Analysis,1743-8586,10.1111/fpa.12094,https://doi.org/10.1111/fpa.12094
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/eds029,https://doi.org/10.1093/ijpor/eds029
International Affairs,0020-5850,10.1093/ia/iiad132,https://doi.org/10.1093/ia/iiad132
International Affairs,0020-5850,10.1111/j.1468-2346.2011.00995.x,https://doi.org/10.1111/j.1468-2346.2011.00995.x
International Affairs,0020-5850,10.1111/j.1468-2346.2012.01087.x,https://doi.org/10.1111/j.1468-2346.2012.01087.x
Parliamentary Affairs,0031-2290,10.1093/pa/gss038,https://doi.org/10.1093/pa/gss038
African Affairs,0001-9909,10.1093/afraf/adx045,https://doi.org/10.1093/afraf/adx045
Chinese Journal of International Politics,1750-8916,10.1093/cjip/poaa006,https://doi.org/10.1093/cjip/poaa006
International Affairs,0020-5850,10.1111/1468-2346.12407,https://doi.org/10.1111/1468-2346.12407
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjs008,https://doi.org/10.1093/publius/pjs008
African Affairs,0001-9909,10.1093/afraf/ady040,https://doi.org/10.1093/afraf/ady040
Socio-Economic Review,1475-1461,10.1093/ser/mwz006,https://doi.org/10.1093/ser/mwz006
International Studies Perspectives,1528-3577,10.1111/j.1528-3585.2010.00409.x,https://doi.org/10.1111/j.1528-3585.2010.00409.x
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjw040,https://doi.org/10.1093/publius/pjw040
Parliamentary Affairs,0031-2290,10.1093/pa/gsz016,https://doi.org/10.1093/pa/gsz016
International Affairs,0020-5850,10.1093/ia/iiab006,https://doi.org/10.1093/ia/iiab006
International Affairs,0020-5850,10.1111/1468-2346.12423,https://doi.org/10.1111/1468-2346.12423
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mur012,https://doi.org/10.1093/jopart/mur012
Socio-Economic Review,1475-1461,10.1093/ser/mwac040,https://doi.org/10.1093/ser/mwac040
International Studies Review,1521-9488,10.1111/misr.12125,https://doi.org/10.1111/misr.12125
Political Science Quarterly,0032-3195,10.1002/polq.12367,https://doi.org/10.1002/polq.12367
Political Science Quarterly,0032-3195,10.1002/polq.12166,https://doi.org/10.1002/polq.12166
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2011.tb02200.x,https://doi.org/10.1002/j.1538-165x.2011.tb02200.x
Human Rights Law Review,1461-7781,10.1093/hrlr/ngab029,https://doi.org/10.1093/hrlr/ngab029
Policy and Society,1449-4035,10.1093/polsoc/puab007,https://doi.org/10.1093/polsoc/puab007
African Affairs,0001-9909,10.1093/afraf/adv070,https://doi.org/10.1093/afraf/adv070
Public Opinion Quarterly,0033-362X,10.1093/poq/nfs058,https://doi.org/10.1093/poq/nfs058
International Affairs,0020-5850,10.1111/1468-2346.12242,https://doi.org/10.1111/1468-2346.12242
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjaa041,https://doi.org/10.1093/publius/pjaa041
